age,work_class,education,education_degree,marital_status,job,relationship,race,sex,capital_gain,capital_loss,hours_per_week,birthplace,income
43,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,low
40,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,high
31,Local-gov,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,20,United-States,low
21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,low
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Italy,low
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,high
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,high
26,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,low
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,low
19,Self-emp-not-inc,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
58,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,low
61,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,high
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,63,South,low
26,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,low
64,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,low
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,high
41,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,high
45,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,low
39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,high
41,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low
51,Private,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,low
34,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,low
41,Private,11th,7,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,25,Guatemala,low
39,Private,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,low
41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,low
33,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
22,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,low
25,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,low
77,Self-emp-not-inc,7th-8th,4,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,20,Italy,high
33,,Assoc-voc,11,Never-married,,Own-child,White,Female,0,0,40,United-States,low
66,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,low
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,low
44,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,low
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,low
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,low
44,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,low
62,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,high
41,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Iran,low
23,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,low
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,high
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,low
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,high
29,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,low
66,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,low
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,low
23,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,39,Mexico,low
34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,high
39,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,low
33,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,low
43,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,low
27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,low
33,State-gov,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,low
26,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,Mexico,low
46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,low
38,Private,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,low
90,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
72,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,high
20,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,15,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,low
49,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,low
23,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,low
20,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,18,United-States,low
46,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,low
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,Jamaica,low
49,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Greece,low
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,low
31,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low
18,,Some-college,10,Never-married,,Own-child,White,Female,0,0,6,United-States,low
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,low
46,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low
43,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,low
58,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,low
37,,Some-college,10,Separated,,Unmarried,White,Male,0,0,40,United-States,low
21,Federal-gov,12th,8,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,United-States,low
52,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,70,United-States,high
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,high
28,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,low
34,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,high
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,low
49,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,low
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,Jamaica,high
31,Private,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States,low
18,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,low
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
18,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,low
58,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,low
36,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,low
19,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,low
38,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,low
26,Private,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Female,0,0,60,Jamaica,low
38,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,low
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,low
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,high
25,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,,low
41,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,25,United-States,high
33,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,low
63,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,low
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
33,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,low
25,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,low
30,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,66,United-States,low
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,low
47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,high
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low
21,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,high
60,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
28,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,low
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,14,United-States,low
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,90,United-States,low
36,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,36,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United-States,low
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,low
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,low
55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,low
57,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,low
56,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36,United-States,low
24,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,low
35,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
51,Self-emp-inc,11th,7,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,low
34,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,44,United-States,low
36,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,low
51,Local-gov,9th,5,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,low
46,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,high
25,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,low
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
48,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,high
40,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Jamaica,low
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,high
52,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,20,Mexico,low
18,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,low
27,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
63,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,low
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,low
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,low
41,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low
32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,high
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,low
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,low
31,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,35,United-States,low
21,,Some-college,10,Never-married,,Own-child,White,Male,0,0,20,United-States,low
33,,HS-grad,9,Separated,,Unmarried,White,Female,0,0,40,United-States,low
44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
22,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,low
42,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,,low
36,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,low
31,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,low
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Germany,low
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,low
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,low
75,Self-emp-not-inc,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,high
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,low
81,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,low
54,Self-emp-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Canada,low
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,Iran,low
41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,low
61,,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,40,United-States,low
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low
20,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,low
44,Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,60,United-States,low
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,low
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,high
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,high
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Germany,high
